age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,length_of_stay,Class
29,M,Non-Caucasian,25 - 45,High,Male,10,-1,10,9391850,2
40,F,Non-Caucasian,25 - 45,Low,Male,0,-3,2,86860,1
36,F,Non-Caucasian,25 - 45,Low,Male,2,0,2,77328,1
26,F,Non-Caucasian,25 - 45,High,Male,8,0,8,23086,2
25,F,Non-Caucasian,25 - 45,Low,Male,1,-23,3,85633,2
69,M,Caucasian,Greater than 45,Low,Male,0,-3,1,76203,1
27,F,Non-Caucasian,25 - 45,Low,Male,1,-1,4,692769,1
20,F,Caucasian,Less than 25,Medium,Male,0,0,5,108241,2
27,F,Non-Caucasian,25 - 45,Low,Male,1,-2,1,204259,1
24,M,Non-Caucasian,Less than 25,Medium,Female,6,-1,6,26784517,1
42,F,Caucasian,25 - 45,Low,Male,0,-7,1,240538,1
25,F,Caucasian,25 - 45,Low,Male,1,-1,3,111225,1
25,F,Non-Caucasian,25 - 45,Low,Male,0,-1,4,608942,1
22,F,Non-Caucasian,Less than 25,Low,Male,0,-1,3,78650,1
21,F,Caucasian,Less than 25,Low,Male,0,-1,4,66759,1
30,M,Non-Caucasian,25 - 45,Low,Male,1,0,2,161429,1
46,M,Caucasian,Greater than 45,Medium,Male,9,0,5,358544,1
26,M,Non-Caucasian,25 - 45,Medium,Male,2,0,7,6452,1
33,F,Non-Caucasian,25 - 45,Medium,Male,0,0,5,71653,2
40,M,Non-Caucasian,25 - 45,Low,Male,1,-1,1,91233,1
34,F,Caucasian,25 - 45,Low,Male,0,-1,4,2424743,1
22,F,Caucasian,Less than 25,Low,Male,1,-1,2,3170628,2
28,M,Non-Caucasian,25 - 45,Medium,Male,3,-1,5,65202,1
31,M,Non-Caucasian,25 - 45,Low,Male,4,-1,3,88026,2
59,M,Caucasian,Greater than 45,Low,Male,3,0,1,112359,2
37,F,Non-Caucasian,25 - 45,Low,Male,0,-1,2,74655,1
50,F,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,174654,1
57,F,Non-Caucasian,Greater than 45,Medium,Male,8,-1,5,8631674,2
31,M,Non-Caucasian,25 - 45,Medium,Male,5,-1,5,79389,1
44,F,Non-Caucasian,25 - 45,High,Male,9,-28,8,2188683,1
48,F,Non-Caucasian,Greater than 45,High,Male,5,-1,9,20972756,2
25,F,Caucasian,25 - 45,Low,Female,0,-1,4,95182,1
51,M,Non-Caucasian,Greater than 45,Low,Male,5,-1,3,17482,1
50,F,Caucasian,Greater than 45,Low,Male,0,-1,1,72589,2
57,F,Caucasian,Greater than 45,Low,Male,2,-11,1,178664,1
55,M,Caucasian,Greater than 45,Low,Male,0,-1,1,81914,1
59,F,Non-Caucasian,Greater than 45,Low,Male,4,-2,3,87750,2
42,F,Non-Caucasian,25 - 45,Low,Female,0,0,1,18343,1
20,F,Non-Caucasian,Less than 25,High,Male,2,-21,8,1820404,2
21,F,Non-Caucasian,Less than 25,Low,Male,0,-1,4,2491834,1
32,F,Non-Caucasian,25 - 45,High,Male,21,-1,9,5534977,2
24,M,Non-Caucasian,Less than 25,Low,Female,0,0,4,793,1
42,F,Non-Caucasian,25 - 45,Low,Male,1,0,4,93403,1
29,F,Non-Caucasian,25 - 45,High,Male,8,-1,8,1200167,2
21,F,Non-Caucasian,Less than 25,Medium,Male,1,-1,6,690970,1
58,M,Caucasian,Greater than 45,Low,Male,0,0,1,20073,1
22,F,Non-Caucasian,Less than 25,Medium,Male,1,0,7,82006,2
46,M,Caucasian,Greater than 45,Low,Male,1,-1,1,67249,2
50,M,Caucasian,Greater than 45,Low,Male,0,0,2,1236673,2
46,F,Non-Caucasian,Greater than 45,High,Male,2,-1,9,80452,1
44,F,Non-Caucasian,25 - 45,High,Female,11,-1,8,1324029,2
35,M,Non-Caucasian,25 - 45,Medium,Male,4,-1,5,2562052,1
30,F,Non-Caucasian,25 - 45,High,Male,14,-1,9,178825,2
42,F,Non-Caucasian,25 - 45,Medium,Male,2,-1,5,74242,1
46,F,Non-Caucasian,Greater than 45,Low,Male,5,-1,1,17459960,2
42,F,Non-Caucasian,25 - 45,High,Male,0,0,10,2942399,2
29,F,Caucasian,25 - 45,High,Male,7,-1,10,87291,2
32,F,Non-Caucasian,25 - 45,Low,Male,8,-1,4,364107,1
31,F,Non-Caucasian,25 - 45,Medium,Male,5,-1,6,273672,1
33,M,Non-Caucasian,25 - 45,Low,Female,1,-1,1,171127,1
25,F,Caucasian,25 - 45,Low,Male,4,-1,4,15826195,1
33,M,Non-Caucasian,25 - 45,Low,Female,0,-1,1,92384,1
21,F,Non-Caucasian,Less than 25,Medium,Male,1,-1,5,78583,1
35,F,Caucasian,25 - 45,Low,Male,1,-1,1,4248419,2
56,F,Non-Caucasian,Greater than 45,Low,Male,1,-22,1,250319,1
38,M,Caucasian,25 - 45,Low,Male,0,-1,3,244229,2
40,M,Non-Caucasian,25 - 45,Low,Female,4,-1,1,105478,1
28,F,Non-Caucasian,25 - 45,Low,Male,4,-1,4,91053,1
51,M,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,94869,1
35,M,Non-Caucasian,25 - 45,Low,Male,2,-1,2,170153,1
61,F,Non-Caucasian,Greater than 45,Low,Male,5,-13,2,1051026,1
25,F,Non-Caucasian,25 - 45,Low,Male,0,0,3,96889,1
25,F,Non-Caucasian,25 - 45,Medium,Male,4,-1,7,80759,2
26,M,Non-Caucasian,25 - 45,Medium,Male,0,0,5,35747,1
42,M,Caucasian,25 - 45,Low,Male,1,-1,1,237981,1
25,F,Non-Caucasian,25 - 45,Low,Female,1,-10,4,79206,1
26,M,Non-Caucasian,25 - 45,High,Male,13,-1,10,-12865,2
31,F,Non-Caucasian,25 - 45,Medium,Male,9,-1,7,77431,1
35,F,Caucasian,25 - 45,Low,Male,1,-1,2,87973,1
34,F,Caucasian,25 - 45,Low,Male,0,-1,1,10043555,1
33,M,Caucasian,25 - 45,Low,Female,1,-1,2,60979,1
30,F,Non-Caucasian,25 - 45,Low,Male,3,-1,2,60578,1
50,M,Non-Caucasian,Greater than 45,Low,Female,7,-1,4,93068,1
21,F,Non-Caucasian,Less than 25,Medium,Male,0,-1,5,4333775,1
31,F,Non-Caucasian,25 - 45,High,Male,16,0,10,41695601,2
31,F,Non-Caucasian,25 - 45,Medium,Male,2,-1,7,266524,2
23,M,Non-Caucasian,Less than 25,Low,Female,0,-1,4,69785,1
25,F,Non-Caucasian,25 - 45,Medium,Male,1,0,6,167062,1
24,F,Caucasian,Less than 25,Medium,Female,1,-1,5,91014,1
31,M,Non-Caucasian,25 - 45,High,Male,13,-1,10,58966,2
60,F,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,181730,1
30,F,Non-Caucasian,25 - 45,Low,Male,2,-1,2,57193,1
32,M,Non-Caucasian,25 - 45,Low,Female,0,-1,1,69188,1
46,M,Caucasian,Greater than 45,Low,Male,0,0,1,-6314,1
21,M,Caucasian,Less than 25,Low,Male,0,-1,4,79933,2
35,F,Non-Caucasian,25 - 45,High,Male,0,-1,8,97681,1
34,F,Non-Caucasian,25 - 45,Low,Male,2,-1,3,857697,2
41,F,Non-Caucasian,25 - 45,High,Male,2,-1,8,13992955,2
23,F,Non-Caucasian,Less than 25,High,Male,1,-1,10,1375974,2
23,F,Non-Caucasian,Less than 25,Medium,Male,3,-1,6,163825,2
28,M,Non-Caucasian,25 - 45,Low,Male,2,0,4,247748,1
21,F,Non-Caucasian,Less than 25,Low,Male,0,0,4,20951,2
46,M,Caucasian,Greater than 45,Low,Male,2,-1,4,269125,1
56,F,Non-Caucasian,Greater than 45,Low,Male,1,-1,2,79499,1
40,F,Non-Caucasian,25 - 45,Medium,Male,8,-1,5,21253,2
30,F,Non-Caucasian,25 - 45,Low,Male,5,-1,3,190278,2
24,M,Non-Caucasian,Less than 25,Low,Male,1,-1,4,74624,2
33,M,Caucasian,25 - 45,Low,Female,0,-1,1,52531,1
48,M,Caucasian,Greater than 45,High,Male,2,-1,8,367107,1
33,F,Non-Caucasian,25 - 45,Medium,Male,11,-1,6,3868758,2
25,F,Non-Caucasian,25 - 45,Medium,Male,0,-1,7,71914,1
30,F,Non-Caucasian,25 - 45,Medium,Male,7,-1,5,63250,2
37,F,Non-Caucasian,25 - 45,Low,Male,0,-1,3,244766,2
43,F,Caucasian,25 - 45,High,Female,7,-21,8,748748,1
32,F,Caucasian,25 - 45,Low,Male,0,0,3,91526,1
33,F,Non-Caucasian,25 - 45,Medium,Male,3,-1,7,79619,1
39,F,Non-Caucasian,25 - 45,Low,Male,4,-30,2,1848,2
49,F,Caucasian,Greater than 45,Low,Male,4,-11,1,488923,1
24,F,Caucasian,Less than 25,Low,Male,0,-1,4,1606665,1
26,F,Non-Caucasian,25 - 45,High,Male,1,0,9,-14848,1
42,F,Caucasian,25 - 45,Low,Male,0,-1,2,156341,1
22,F,Non-Caucasian,Less than 25,Medium,Male,1,-1,6,540847,2
36,F,Non-Caucasian,25 - 45,Low,Male,0,0,1,15156,1
29,M,Caucasian,25 - 45,Medium,Male,7,-1,7,2394755,2
39,M,Caucasian,25 - 45,Low,Male,0,0,3,1558415,1
27,F,Non-Caucasian,25 - 45,Medium,Male,13,0,6,1223061,2
38,F,Caucasian,25 - 45,Medium,Male,2,-1,5,667790,2
20,F,Caucasian,Less than 25,Low,Male,0,-1,2,325578,2
25,F,Non-Caucasian,25 - 45,High,Male,4,-1,10,7461197,2
53,M,Caucasian,Greater than 45,Low,Male,0,-1,1,71155,1
27,M,Non-Caucasian,25 - 45,High,Female,0,-1,8,588926,2
21,F,Non-Caucasian,Less than 25,Medium,Male,0,-1,5,546444,2
50,M,Caucasian,Greater than 45,Low,Male,1,-1,1,451888,2
41,F,Non-Caucasian,25 - 45,Medium,Male,4,-1,5,82144,1
22,F,Caucasian,Less than 25,High,Male,5,-2,8,417243,2
22,F,Caucasian,Less than 25,Medium,Male,0,-1,7,253192,2
25,F,Non-Caucasian,25 - 45,Medium,Male,2,-1,5,2325824,1
42,F,Non-Caucasian,25 - 45,Low,Male,1,-1,4,112651,2
51,F,Non-Caucasian,Greater than 45,Low,Male,2,-1,1,98107,1
24,F,Non-Caucasian,Less than 25,Low,Male,0,0,3,-40210,1
37,F,Non-Caucasian,25 - 45,Low,Male,4,0,4,8032652,1
37,M,Caucasian,25 - 45,Low,Male,0,-3,1,9373,1
27,M,Non-Caucasian,25 - 45,Low,Female,0,-1,2,80971,1
21,F,Non-Caucasian,Less than 25,Medium,Male,0,-1,6,443574,1
35,F,Non-Caucasian,25 - 45,Low,Male,1,0,1,96631,2
24,F,Caucasian,Less than 25,High,Female,0,-1,8,3177392,1
49,M,Caucasian,Greater than 45,Low,Male,2,-1,1,112875,1
38,F,Non-Caucasian,25 - 45,Medium,Male,9,-5,6,250870,1
61,M,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,63121,1
30,M,Non-Caucasian,25 - 45,Low,Female,0,0,2,21208,1
22,F,Non-Caucasian,Less than 25,Medium,Male,3,-1,6,11064352,1
25,F,Non-Caucasian,25 - 45,Medium,Male,0,-1,7,159761,2
30,M,Non-Caucasian,25 - 45,Low,Female,3,-1,3,86924,2
52,M,Caucasian,Greater than 45,Low,Male,0,-1,1,75012,1
26,F,Caucasian,25 - 45,Low,Male,0,-1,2,71832,1
26,M,Non-Caucasian,25 - 45,Low,Male,0,-1,4,103511,1
45,F,Caucasian,Greater than 45,High,Male,9,-1,9,4744246,2
20,F,Non-Caucasian,Less than 25,High,Male,0,-1,9,75189,2
29,F,Non-Caucasian,25 - 45,High,Male,4,-1,8,6919034,1
43,F,Caucasian,25 - 45,Medium,Male,1,-1,6,5964117,2
26,F,Caucasian,25 - 45,Medium,Male,2,-1,5,53919,1
46,F,Non-Caucasian,Greater than 45,Low,Female,4,-1,4,66237,1
46,F,Non-Caucasian,Greater than 45,Low,Female,0,-1,1,90603,1
29,F,Non-Caucasian,25 - 45,High,Male,12,-1,10,515682,2
41,M,Caucasian,25 - 45,Low,Male,0,0,1,-13783,1
25,F,Non-Caucasian,25 - 45,Medium,Female,5,-1,7,73427,1
23,F,Non-Caucasian,Less than 25,Medium,Male,2,-1,7,1578414,1
30,M,Caucasian,25 - 45,Low,Male,0,-1,3,2666,1
34,F,Caucasian,25 - 45,Medium,Male,1,-1,6,244100,1
70,F,Caucasian,Greater than 45,Low,Male,11,-13,1,1123024,2
52,F,Caucasian,Greater than 45,Low,Male,2,-1,1,161920,1
51,M,Non-Caucasian,Greater than 45,Low,Male,4,-26,2,678068,1
45,F,Non-Caucasian,Greater than 45,High,Female,15,-1,10,90257,2
55,F,Non-Caucasian,Greater than 45,Medium,Male,21,0,6,7348969,2
49,F,Caucasian,Greater than 45,Low,Female,1,-1,1,102651,1
47,F,Caucasian,Greater than 45,Low,Female,0,0,1,13248,1
27,M,Non-Caucasian,25 - 45,Low,Male,0,0,2,88667,1
25,M,Caucasian,25 - 45,Medium,Male,5,-3,7,8021,2
21,F,Non-Caucasian,Less than 25,High,Male,1,0,10,5110412,2
37,F,Non-Caucasian,25 - 45,High,Male,26,-1,10,160965,2
21,F,Non-Caucasian,Less than 25,High,Male,1,-1,9,4243771,2
21,F,Non-Caucasian,Less than 25,Medium,Male,0,-2,6,99180,1
25,F,Non-Caucasian,25 - 45,High,Male,4,0,10,22419,2
27,F,Non-Caucasian,25 - 45,Medium,Female,3,-1,5,86457,2
30,F,Caucasian,25 - 45,Low,Male,3,-1,4,1067528,2
70,M,Caucasian,Greater than 45,Low,Male,0,-1,1,51655,1
37,F,Caucasian,25 - 45,High,Male,11,-1,9,74349,2
46,F,Non-Caucasian,Greater than 45,Medium,Male,5,0,5,177883,2
40,M,Non-Caucasian,25 - 45,Low,Male,4,-1,1,194662,2
43,F,Non-Caucasian,25 - 45,Low,Male,18,-1,4,797994,2
38,F,Non-Caucasian,25 - 45,Medium,Male,15,0,6,4787550,1
29,F,Non-Caucasian,25 - 45,Low,Male,0,0,4,20915,1
37,M,Non-Caucasian,25 - 45,Low,Male,8,0,2,97637,2
38,F,Non-Caucasian,25 - 45,Low,Male,3,-21,4,20763,1
27,F,Caucasian,25 - 45,Low,Female,0,-4,3,49792,1
20,M,Non-Caucasian,Less than 25,Medium,Female,0,0,5,941352,2
44,M,Non-Caucasian,25 - 45,Low,Male,0,0,1,17624,1
31,M,Caucasian,25 - 45,Medium,Male,6,-1,5,104463,1
29,F,Non-Caucasian,25 - 45,Low,Male,3,-1,2,90028,2
30,M,Non-Caucasian,25 - 45,Low,Female,0,-1,2,81537,1
25,F,Caucasian,25 - 45,Medium,Female,2,-25,5,1016334,2
40,F,Non-Caucasian,25 - 45,Low,Male,3,-1,2,92984,1
33,M,Caucasian,25 - 45,Low,Male,1,0,3,110263,1
26,F,Caucasian,25 - 45,Medium,Male,5,-1,5,96499,2
31,M,Non-Caucasian,25 - 45,Low,Male,1,0,3,118323,1
61,M,Caucasian,Greater than 45,Low,Male,1,-1,1,74996,1
30,F,Caucasian,25 - 45,Low,Male,2,-1,4,85888,1
62,M,Caucasian,Greater than 45,Low,Male,0,-1,1,176408,1
27,M,Caucasian,25 - 45,High,Female,4,8,8,4723979,2
48,F,Caucasian,Greater than 45,Medium,Male,9,-1,6,90547,1
40,F,Caucasian,25 - 45,Low,Female,0,-1,2,127428,1
24,F,Caucasian,Less than 25,Low,Male,0,-1,4,259020,1
22,F,Non-Caucasian,Less than 25,Low,Male,0,-1,4,87849,2
30,M,Non-Caucasian,25 - 45,High,Male,4,-1,8,1380844,2
63,M,Caucasian,Greater than 45,Low,Male,0,0,1,22010,1
33,F,Non-Caucasian,25 - 45,High,Male,4,-1,10,95296,1
43,M,Caucasian,25 - 45,Low,Male,0,-5,4,93163,2
26,F,Non-Caucasian,25 - 45,High,Male,3,0,10,2924578,2
51,F,Non-Caucasian,Greater than 45,Low,Male,1,-17,1,625640,1
39,F,Caucasian,25 - 45,Low,Male,3,-1,1,95282,2
30,M,Non-Caucasian,25 - 45,Low,Female,0,-1,3,87280,2
32,F,Non-Caucasian,25 - 45,High,Male,14,-1,8,111378,2
22,M,Non-Caucasian,Less than 25,Medium,Male,0,-2,6,56246,1
59,F,Caucasian,Greater than 45,Low,Male,0,-1,1,49230,1
38,M,Non-Caucasian,25 - 45,Medium,Male,37,-1,7,2666485,2
23,F,Non-Caucasian,Less than 25,Medium,Male,2,0,6,20548843,1
42,M,Non-Caucasian,25 - 45,Low,Male,0,0,1,104292,2
38,F,Non-Caucasian,25 - 45,Medium,Male,2,0,7,16657727,2
34,F,Caucasian,25 - 45,Low,Female,2,-1,3,97676,1
36,F,Non-Caucasian,25 - 45,Low,Female,7,-1,3,176061,2
36,M,Non-Caucasian,25 - 45,Low,Male,0,-1,3,94525,2
31,F,Non-Caucasian,25 - 45,Low,Male,1,-14,1,1208047,1
28,F,Non-Caucasian,25 - 45,Low,Female,3,-1,4,406917,2
28,F,Non-Caucasian,25 - 45,Low,Male,1,0,2,17564,2
43,F,Non-Caucasian,25 - 45,Low,Male,0,-1,4,89720,1
40,F,Non-Caucasian,25 - 45,Low,Male,1,-1,1,171925,1
31,F,Non-Caucasian,25 - 45,High,Male,15,-1,9,181019,2
54,F,Non-Caucasian,Greater than 45,Medium,Male,6,-1,7,1203302,2
24,F,Non-Caucasian,Less than 25,High,Male,17,-1,9,11235811,2
41,F,Non-Caucasian,25 - 45,Low,Male,0,-3,1,99533,2
21,F,Non-Caucasian,Less than 25,High,Male,1,-1,9,20930216,2
29,F,Non-Caucasian,25 - 45,Low,Female,1,-1,2,89417,2
22,F,Non-Caucasian,Less than 25,Low,Male,0,-1,3,81659,1
52,F,Non-Caucasian,Greater than 45,Medium,Male,9,-1,7,2921493,2
40,F,Non-Caucasian,25 - 45,Low,Female,0,-1,1,98032,1
45,F,Non-Caucasian,Greater than 45,Low,Female,1,-1,4,547078,1
29,M,Non-Caucasian,25 - 45,Low,Male,1,0,2,18450,2
46,F,Non-Caucasian,Greater than 45,Medium,Male,10,-1,5,842193,2
21,F,Caucasian,Less than 25,High,Male,1,-1,8,1111339,1
35,F,Caucasian,25 - 45,Medium,Male,6,-10,5,150773,2
52,M,Non-Caucasian,Greater than 45,Low,Male,1,1,1,6125490,2
48,M,Caucasian,Greater than 45,Low,Male,0,0,1,14255,1
29,M,Non-Caucasian,25 - 45,High,Female,9,-1,8,18492011,2
48,M,Caucasian,Greater than 45,Low,Male,0,-1,1,96735,1
31,F,Non-Caucasian,25 - 45,Medium,Male,10,-8,6,694680,2
21,F,Caucasian,Less than 25,High,Male,3,-1,8,10981657,2
32,F,Non-Caucasian,25 - 45,Low,Male,0,0,1,1923354,2
47,M,Non-Caucasian,Greater than 45,Medium,Male,0,-1,5,272997,1
21,F,Non-Caucasian,Less than 25,High,Male,3,-1,10,75372,2
35,F,Non-Caucasian,25 - 45,High,Male,13,-1,10,77512,1
46,M,Non-Caucasian,Greater than 45,Low,Male,3,-22,1,1780234,2
34,F,Non-Caucasian,25 - 45,Low,Male,5,-1,4,444056,2
52,F,Non-Caucasian,Greater than 45,Low,Male,2,-5,1,267069,1
21,M,Caucasian,Less than 25,High,Male,0,-1,8,783230,2
53,M,Caucasian,Greater than 45,Low,Male,1,-2,1,97959,1
19,F,Caucasian,Less than 25,Low,Female,0,-1,3,111966,2
22,M,Non-Caucasian,Less than 25,Medium,Male,0,-1,6,253784,1
45,F,Non-Caucasian,Greater than 45,Low,Male,1,-1,3,245677,1
27,F,Caucasian,25 - 45,Low,Female,0,-1,2,94540,1
25,M,Caucasian,25 - 45,Low,Male,0,-1,2,71485,1
30,F,Caucasian,25 - 45,Low,Male,0,0,4,-6496,2
31,F,Non-Caucasian,25 - 45,Medium,Male,2,0,5,-14359,2
28,F,Caucasian,25 - 45,Low,Male,3,-1,3,94310,1
36,M,Non-Caucasian,25 - 45,Low,Male,3,-1,2,207710,2
27,F,Non-Caucasian,25 - 45,Medium,Male,7,-1,5,868380,2
42,F,Non-Caucasian,25 - 45,Low,Male,1,0,2,18838,1
35,F,Caucasian,25 - 45,Medium,Male,0,0,5,3538337,2
33,F,Caucasian,25 - 45,Low,Female,2,-29,2,51620,1
24,F,Non-Caucasian,Less than 25,High,Male,6,-1,10,18907642,2
25,F,Non-Caucasian,25 - 45,High,Male,21,-14,10,199043,2
42,M,Caucasian,25 - 45,Low,Female,0,-1,1,92603,1
21,F,Non-Caucasian,Less than 25,Medium,Male,0,-1,6,339923,2
28,M,Non-Caucasian,25 - 45,Low,Female,0,0,2,20697,1
27,F,Non-Caucasian,25 - 45,High,Male,25,18,10,3525451,2
21,F,Caucasian,Less than 25,Medium,Female,0,-1,6,251053,1
26,M,Caucasian,25 - 45,Medium,Male,0,0,6,443112,2
36,F,Caucasian,25 - 45,Low,Male,0,-1,1,80108,1
49,F,Caucasian,Greater than 45,Medium,Male,0,-1,7,160135,2
44,F,Caucasian,25 - 45,Low,Male,0,-1,2,145069,2
28,M,Caucasian,25 - 45,Low,Male,1,-25,3,2094020,1
35,F,Non-Caucasian,25 - 45,Medium,Female,12,-2,7,74357,2
34,F,Non-Caucasian,25 - 45,Low,Male,3,-1,1,61163,1
45,F,Non-Caucasian,Greater than 45,Low,Male,15,-1,3,74068,2
28,F,Non-Caucasian,25 - 45,Low,Male,9,-1,3,1397303,2
25,F,Non-Caucasian,25 - 45,Low,Female,1,-1,3,351715,1
21,M,Non-Caucasian,Less than 25,High,Male,1,0,8,52744,1
48,F,Non-Caucasian,Greater than 45,Low,Male,1,-1,1,61569,1
37,M,Caucasian,25 - 45,Low,Male,1,-1,2,77797,1
24,F,Non-Caucasian,Less than 25,Medium,Male,3,-3,6,83325,2
37,M,Caucasian,25 - 45,Low,Male,1,-1,1,101289,2
39,F,Caucasian,25 - 45,Low,Male,1,-3,3,29053,1
24,F,Caucasian,Less than 25,Medium,Male,1,-1,5,1871316,2
49,F,Non-Caucasian,Greater than 45,Low,Male,2,-1,1,54910,1
23,F,Non-Caucasian,Less than 25,Low,Male,1,-1,2,87234,2
43,F,Caucasian,25 - 45,Medium,Male,5,-1,5,62257,1
28,M,Non-Caucasian,25 - 45,High,Male,6,-1,8,110305,2
53,M,Non-Caucasian,Greater than 45,Low,Male,1,-1,2,52257,1
27,M,Non-Caucasian,25 - 45,Low,Female,2,-14,4,87491,2
39,M,Caucasian,25 - 45,Low,Male,0,-1,1,200358,1
47,F,Non-Caucasian,Greater than 45,Medium,Male,22,-1,7,97781,2
28,F,Non-Caucasian,25 - 45,Low,Male,4,-1,2,184588,2
36,F,Caucasian,25 - 45,Low,Male,2,-4,1,77000,1
24,F,Non-Caucasian,Less than 25,High,Female,1,-1,9,326736,1
35,M,Non-Caucasian,25 - 45,Low,Male,0,-1,2,110779,1
23,F,Non-Caucasian,Less than 25,Medium,Male,3,0,7,88164,1
26,F,Non-Caucasian,25 - 45,Low,Male,2,-1,2,90591,1
31,F,Non-Caucasian,25 - 45,Low,Male,7,-1,4,4690025,2
30,F,Non-Caucasian,25 - 45,High,Female,14,0,10,446028,2
25,M,Caucasian,25 - 45,Medium,Male,2,0,6,88445,1
24,F,Non-Caucasian,Less than 25,High,Male,6,0,10,94584,2
34,F,Non-Caucasian,25 - 45,Low,Male,1,-1,1,75780,2
26,M,Non-Caucasian,25 - 45,Low,Male,2,-29,4,2499164,1
60,F,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,89312,1
20,F,Non-Caucasian,Less than 25,Medium,Female,0,-1,5,79619,1
23,F,Caucasian,Less than 25,Low,Male,0,0,3,24105,1
26,F,Non-Caucasian,25 - 45,Medium,Male,5,-1,7,597938,2
40,M,Caucasian,25 - 45,Low,Male,4,0,1,89808,1
28,F,Non-Caucasian,25 - 45,Low,Male,1,-1,3,97891,2
49,F,Non-Caucasian,Greater than 45,Low,Male,1,-1,1,461355,2
19,F,Non-Caucasian,Less than 25,High,Male,1,0,10,-8096,2
53,F,Caucasian,Greater than 45,Low,Male,1,-12,1,1034375,1
24,F,Non-Caucasian,Less than 25,Low,Female,0,-1,3,81047,1
31,F,Non-Caucasian,25 - 45,Low,Male,0,-5,1,100366,1
33,F,Caucasian,25 - 45,Low,Female,2,-1,3,-20140,1
26,F,Caucasian,25 - 45,High,Male,8,-1,10,3619564,2
32,F,Caucasian,25 - 45,Low,Male,2,-1,2,76468,1
25,F,Caucasian,25 - 45,Low,Male,0,0,2,259351,2
21,F,Non-Caucasian,Less than 25,Low,Male,1,-1,2,66511,1
38,F,Non-Caucasian,25 - 45,Medium,Male,3,0,5,107518,1
23,F,Caucasian,Less than 25,Low,Male,0,-4,2,96732,1
20,F,Caucasian,Less than 25,Medium,Male,0,-1,6,718878,2
39,F,Caucasian,25 - 45,Low,Female,4,-2,1,97251,2
24,F,Non-Caucasian,Less than 25,Low,Male,1,-1,2,519263,2
23,F,Non-Caucasian,Less than 25,Low,Male,0,0,2,26577,1
49,F,Non-Caucasian,Greater than 45,Low,Male,3,-1,4,85250,1
31,F,Non-Caucasian,25 - 45,Medium,Male,7,-1,7,6733704,2
20,F,Non-Caucasian,Less than 25,Medium,Male,1,-26,6,1401410,2
28,M,Caucasian,25 - 45,Low,Male,0,0,3,1141819,1
67,F,Caucasian,Greater than 45,Low,Male,3,-1,1,107327,1
33,F,Non-Caucasian,25 - 45,Low,Male,0,0,1,109282,1
52,F,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,85910,1
45,F,Non-Caucasian,Greater than 45,Medium,Male,17,-1,7,4050681,2
27,F,Non-Caucasian,25 - 45,Medium,Male,8,-1,7,93753,2
22,F,Caucasian,Less than 25,High,Male,1,-1,9,111386,1
40,M,Caucasian,25 - 45,Low,Male,0,-1,1,76188,2
30,M,Caucasian,25 - 45,High,Male,1,0,8,10555,2
42,F,Non-Caucasian,25 - 45,Low,Male,1,-1,1,57016,1
24,F,Non-Caucasian,Less than 25,Low,Male,2,0,3,167919,2
46,F,Caucasian,Greater than 45,Low,Male,4,-5,2,230911,1
38,F,Non-Caucasian,25 - 45,Low,Male,4,0,3,-12379,1
32,M,Non-Caucasian,25 - 45,Low,Female,0,-1,3,685237,2
26,M,Caucasian,25 - 45,Medium,Male,0,-1,5,90490,1
54,M,Caucasian,Greater than 45,Low,Male,1,-1,1,95852,2
27,F,Non-Caucasian,25 - 45,Low,Male,2,-10,3,864743,1
61,F,Caucasian,Greater than 45,Low,Male,1,0,4,89828,1
51,M,Non-Caucasian,Greater than 45,Low,Male,1,-1,4,48327,2
57,F,Caucasian,Greater than 45,Low,Male,0,0,1,2396392,1
24,M,Caucasian,Less than 25,Medium,Male,3,-1,5,92940,2
34,F,Non-Caucasian,25 - 45,Low,Male,1,-1,1,83221,1
27,F,Non-Caucasian,25 - 45,Low,Male,1,-1,2,147877,1
28,M,Non-Caucasian,25 - 45,Medium,Female,10,15,7,307191,2
35,M,Non-Caucasian,25 - 45,High,Male,10,0,8,49461,2
30,F,Non-Caucasian,25 - 45,Medium,Male,6,0,6,103990,2
44,F,Non-Caucasian,25 - 45,Low,Male,0,-1,1,100993,1
61,F,Caucasian,Greater than 45,Medium,Male,10,-1,6,1975423,1
26,F,Non-Caucasian,25 - 45,High,Male,1,-1,9,71562,2
48,F,Non-Caucasian,Greater than 45,Medium,Male,10,-1,7,354259,2
42,M,Non-Caucasian,25 - 45,Low,Male,4,0,1,12224,1
38,F,Caucasian,25 - 45,High,Male,10,-1,8,63103,2
53,M,Caucasian,Greater than 45,Low,Female,0,-1,1,46675,1
26,M,Non-Caucasian,25 - 45,High,Male,3,-1,10,166413,1
22,F,Non-Caucasian,Less than 25,Medium,Male,1,-1,7,83415,2
50,F,Caucasian,Greater than 45,Medium,Male,0,-1,7,2610578,1
44,M,Caucasian,25 - 45,Medium,Male,16,-1,7,7077396,1
