age,workclass,fnlwgt,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,Class
20,Private,316702,Somecollege,10,Nevermarried,Profspecialty,Ownchild,White,Male,0,0,20,UnitedStates,<=50K
23,Stategov,335453,Bachelors,13,Nevermarried,Techsupport,Notinfamily,White,Female,0,0,20,UnitedStates,<=50K
25,,202480,Assocacdm,12,Nevermarried,,Otherrelative,White,Male,0,0,45,UnitedStates,<=50K
35,Private,203628,Masters,14,Nevermarried,Profspecialty,Notinfamily,White,Male,0,0,60,UnitedStates,>50K
31,Private,118710,Masters,14,Marriedcivspouse,Techsupport,Husband,White,Male,0,1902,40,UnitedStates,>50K
30,Private,189620,Bachelors,13,Nevermarried,Profspecialty,Ownchild,White,Female,0,0,40,Poland,<=50K
19,Private,475028,HSgrad,9,Nevermarried,Sales,Ownchild,White,Female,0,0,20,UnitedStates,<=50K
36,Localgov,110866,Bachelors,13,Nevermarried,Profspecialty,Notinfamily,White,Male,0,0,50,UnitedStates,<=50K
31,Private,243605,Bachelors,13,Widowed,Sales,Unmarried,White,Female,0,1380,40,Cuba,<=50K
21,Private,163870,Somecollege,10,Nevermarried,Handlerscleaners,Ownchild,White,Male,0,0,30,UnitedStates,<=50K
31,Selfempnotinc,80145,Somecollege,10,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,UnitedStates,<=50K
46,Private,295566,Doctorate,16,Divorced,Profspecialty,Unmarried,White,Female,25236,0,65,UnitedStates,>50K
44,Private,63042,Bachelors,13,Divorced,Execmanagerial,Ownchild,White,Female,0,0,50,UnitedStates,>50K
40,Private,229148,12th,8,Marriedcivspouse,Otherservice,Husband,Black,Male,0,0,40,Jamaica,<=50K
45,Private,242552,Somecollege,10,Nevermarried,Sales,Notinfamily,Black,Male,0,0,40,UnitedStates,<=50K
60,Private,177665,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,35,UnitedStates,<=50K
18,Private,208103,11th,7,Nevermarried,Otherservice,Otherrelative,White,Male,0,0,25,UnitedStates,<=50K
28,Private,296450,Bachelors,13,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,40,UnitedStates,<=50K
36,Private,70282,Somecollege,10,Divorced,Admclerical,Unmarried,Black,Female,0,0,40,UnitedStates,<=50K
36,Private,271767,Bachelors,13,Separated,Profspecialty,Notinfamily,White,Male,0,0,40,,<=50K
40,Private,144995,Assocvoc,11,Marriedcivspouse,Techsupport,Husband,White,Male,4386,0,40,UnitedStates,<=50K
36,Localgov,382635,Bachelors,13,Divorced,Admclerical,Unmarried,White,Female,0,0,35,Honduras,<=50K
31,Private,295697,HSgrad,9,Separated,Otherservice,Unmarried,Black,Female,0,0,40,UnitedStates,<=50K
33,Private,194141,HSgrad,9,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,0,40,UnitedStates,<=50K
19,Stategov,378418,HSgrad,9,Nevermarried,Techsupport,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
22,Private,214399,Somecollege,10,Nevermarried,Sales,Ownchild,White,Female,0,0,15,UnitedStates,<=50K
34,Private,217460,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,45,UnitedStates,>50K
33,Private,182556,HSgrad,9,Nevermarried,Otherservice,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
41,Private,125831,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,0,2051,60,UnitedStates,<=50K
29,Private,271328,Bachelors,13,Nevermarried,Profspecialty,Notinfamily,White,Male,4650,0,40,UnitedStates,<=50K
50,Localgov,50459,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,42,UnitedStates,>50K
42,Private,162140,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,7298,0,45,UnitedStates,>50K
43,Private,177937,Bachelors,13,Nevermarried,Profspecialty,Notinfamily,White,Male,0,0,40,,>50K
44,Private,111502,HSgrad,9,Marriedcivspouse,Sales,Wife,White,Female,0,0,40,UnitedStates,<=50K
20,Private,299047,Somecollege,10,Nevermarried,Otherservice,Notinfamily,White,Female,0,0,20,UnitedStates,<=50K
31,Private,223212,HSgrad,9,Marriedcivspouse,Otherservice,Husband,White,Male,0,0,40,Mexico,<=50K
65,Selfempnotinc,118474,11th,7,Marriedcivspouse,Execmanagerial,Husband,White,Male,9386,0,59,,>50K
23,Private,352139,Somecollege,10,Nevermarried,Otherservice,Notinfamily,White,Female,0,0,24,UnitedStates,<=50K
55,Private,173093,Somecollege,10,Divorced,Admclerical,Notinfamily,AsianPacIslander,Female,0,0,40,UnitedStates,<=50K
26,Private,181655,Assocvoc,11,Marriedcivspouse,Admclerical,Husband,White,Male,0,2377,45,UnitedStates,<=50K
25,Private,332702,Assocvoc,11,Nevermarried,Otherservice,Ownchild,White,Female,0,0,15,UnitedStates,<=50K
45,,51164,Somecollege,10,Marriedcivspouse,,Wife,Black,Female,0,0,40,UnitedStates,<=50K
35,Private,234901,Somecollege,10,Marriedcivspouse,Craftrepair,Husband,White,Male,2407,0,40,UnitedStates,<=50K
36,Private,131414,Somecollege,10,Nevermarried,Sales,Notinfamily,Black,Female,0,0,36,UnitedStates,<=50K
43,Stategov,260960,Bachelors,13,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,50,UnitedStates,<=50K
56,Private,156052,HSgrad,9,Widowed,Otherservice,Unmarried,Black,Female,594,0,20,UnitedStates,<=50K
42,Private,279914,Bachelors,13,Marriedcivspouse,Techsupport,Husband,White,Male,0,0,40,UnitedStates,>50K
19,Private,192453,Somecollege,10,Nevermarried,Otherservice,Otherrelative,White,Female,0,0,25,UnitedStates,<=50K
55,Selfempnotinc,200939,HSgrad,9,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,72,UnitedStates,<=50K
42,Private,151408,Masters,14,Nevermarried,Execmanagerial,Notinfamily,White,Female,14084,0,50,UnitedStates,>50K
26,Private,112847,Assocvoc,11,Nevermarried,Techsupport,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
17,Private,316929,12th,8,Nevermarried,Handlerscleaners,Ownchild,White,Male,0,0,20,UnitedStates,<=50K
42,Localgov,126319,Bachelors,13,Marriedcivspouse,Profspecialty,Wife,White,Female,0,0,40,UnitedStates,>50K
55,Private,197422,HSgrad,9,Marriedcivspouse,Transportmoving,Husband,White,Male,7688,0,40,UnitedStates,>50K
32,Private,267736,Somecollege,10,Nevermarried,Admclerical,Ownchild,Black,Female,0,0,40,UnitedStates,<=50K
29,Private,267034,11th,7,Nevermarried,Craftrepair,Ownchild,Black,Male,0,0,40,Haiti,<=50K
46,Stategov,193047,Bachelors,13,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,37,UnitedStates,<=50K
29,Stategov,356089,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,7688,0,40,UnitedStates,>50K
22,Private,223515,Bachelors,13,Nevermarried,Profspecialty,Unmarried,White,Male,0,0,20,UnitedStates,<=50K
58,Selfempnotinc,87510,10th,6,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,UnitedStates,<=50K
23,Private,145111,HSgrad,9,Nevermarried,Transportmoving,Unmarried,White,Male,0,0,50,UnitedStates,<=50K
39,Private,48093,HSgrad,9,Nevermarried,Handlerscleaners,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
27,Private,31757,Assocvoc,11,Nevermarried,Craftrepair,Ownchild,White,Male,0,0,38,UnitedStates,<=50K
54,Private,285854,HSgrad,9,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,40,UnitedStates,>50K
33,Localgov,120064,Bachelors,13,Nevermarried,Profspecialty,Notinfamily,White,Female,0,0,45,UnitedStates,<=50K
46,Federalgov,167381,HSgrad,9,Marriedcivspouse,Admclerical,Wife,White,Female,0,0,40,UnitedStates,>50K
37,Private,103408,HSgrad,9,Nevermarried,Farmingfishing,Notinfamily,Black,Male,0,0,40,UnitedStates,<=50K
36,Private,101460,HSgrad,9,Nevermarried,Otherservice,Notinfamily,White,Female,0,0,18,UnitedStates,<=50K
59,Localgov,420537,HSgrad,9,Marriedcivspouse,Admclerical,Wife,White,Female,0,0,38,UnitedStates,>50K
34,Localgov,119411,HSgrad,9,Divorced,Protectiveserv,Unmarried,White,Male,0,0,40,Portugal,<=50K
53,Selfempinc,128272,Doctorate,16,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,70,UnitedStates,>50K
51,Private,386773,Bachelors,13,Nevermarried,Sales,Notinfamily,White,Male,0,0,55,UnitedStates,>50K
32,Private,283268,10th,6,Separated,Otherservice,Unmarried,White,Female,0,0,42,UnitedStates,<=50K
31,Stategov,301526,Somecollege,10,Marriedspouseabsent,Otherservice,Otherrelative,White,Male,0,0,40,UnitedStates,<=50K
22,Private,151790,Somecollege,10,Marriedcivspouse,Sales,Wife,White,Female,0,0,30,Germany,<=50K
47,Selfempnotinc,106252,Bachelors,13,Divorced,Sales,Notinfamily,White,Female,0,0,50,UnitedStates,<=50K
32,Private,188557,HSgrad,9,Nevermarried,Machineopinspct,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
26,Private,171114,Somecollege,10,Nevermarried,Farmingfishing,Notinfamily,White,Female,0,0,38,UnitedStates,<=50K
37,Private,327323,5th6th,3,Separated,Farmingfishing,Notinfamily,White,Male,0,0,32,Guatemala,<=50K
31,Private,244147,HSgrad,9,Divorced,Craftrepair,Unmarried,White,Male,0,0,55,UnitedStates,<=50K
37,Private,280282,Assocvoc,11,Marriedcivspouse,Techsupport,Wife,White,Female,0,0,24,UnitedStates,>50K
55,Private,116442,HSgrad,9,Nevermarried,Sales,Notinfamily,White,Male,0,0,38,UnitedStates,<=50K
23,Localgov,282579,Assocvoc,11,Divorced,Techsupport,Notinfamily,White,Male,0,0,56,UnitedStates,<=50K
36,Private,51838,Somecollege,10,Divorced,Admclerical,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
34,Private,73585,Masters,14,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,40,,<=50K
43,Private,226902,Bachelors,13,Marriedcivspouse,Sales,Husband,White,Male,0,0,50,UnitedStates,>50K
54,Private,279129,Somecollege,10,Nevermarried,Techsupport,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
43,Stategov,146908,Somecollege,10,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,,<=50K
28,Private,196690,Assocvoc,11,Nevermarried,Machineopinspct,Notinfamily,White,Female,0,1669,42,UnitedStates,<=50K
40,Private,130760,Assocvoc,11,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,50,UnitedStates,>50K
41,Selfempnotinc,49572,Somecollege,10,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,60,UnitedStates,<=50K
40,Private,237601,Bachelors,13,Nevermarried,Sales,Notinfamily,Other,Female,0,0,55,UnitedStates,>50K
42,Private,169628,Somecollege,10,Divorced,Admclerical,Notinfamily,Black,Female,0,0,38,UnitedStates,<=50K
61,Selfempnotinc,36671,HSgrad,9,Marriedcivspouse,Farmingfishing,Husband,White,Male,0,2352,50,UnitedStates,<=50K
18,Private,231193,12th,8,Nevermarried,Machineopinspct,Ownchild,White,Male,0,0,30,UnitedStates,<=50K
59,,192130,HSgrad,9,Marriedcivspouse,,Husband,White,Male,0,0,16,UnitedStates,<=50K
21,,149704,HSgrad,9,Nevermarried,,Notinfamily,White,Female,1055,0,40,UnitedStates,<=50K
48,Private,102102,Assocvoc,11,Marriedcivspouse,Techsupport,Husband,White,Male,0,0,50,UnitedStates,>50K
41,Selfempinc,32185,Bachelors,13,Marriedcivspouse,Techsupport,Husband,White,Male,0,0,40,UnitedStates,<=50K
18,,196061,Somecollege,10,Nevermarried,,Ownchild,White,Male,0,0,33,UnitedStates,<=50K
23,Private,211046,HSgrad,9,Nevermarried,Sales,Notinfamily,White,Female,2463,0,40,UnitedStates,<=50K
60,Private,31577,HSgrad,9,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,60,UnitedStates,>50K
22,Private,162343,Somecollege,10,Nevermarried,Otherservice,Otherrelative,Black,Male,0,0,20,UnitedStates,<=50K
61,Private,128831,HSgrad,9,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,0,40,UnitedStates,<=50K
25,Private,316688,HSgrad,9,Nevermarried,Machineopinspct,Notinfamily,Black,Male,0,0,40,UnitedStates,<=50K
46,Private,90758,Masters,14,Nevermarried,Techsupport,Notinfamily,White,Male,0,0,35,UnitedStates,>50K
43,Private,274363,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,1902,40,England,>50K
43,Private,154538,Assocacdm,12,Divorced,Craftrepair,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
24,Private,106085,HSgrad,9,Nevermarried,Otherservice,Ownchild,Black,Male,0,1721,30,UnitedStates,<=50K
68,Selfempnotinc,315859,11th,7,Nevermarried,Farmingfishing,Unmarried,White,Male,0,0,20,UnitedStates,<=50K
31,Private,51471,HSgrad,9,Divorced,Admclerical,Unmarried,White,Female,0,0,38,UnitedStates,<=50K
17,Private,193830,11th,7,Nevermarried,Sales,Ownchild,White,Female,0,0,20,UnitedStates,<=50K
32,Private,231043,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,5178,0,48,UnitedStates,>50K
50,,23780,Masters,14,Marriedspouseabsent,,Otherrelative,White,Male,0,0,40,UnitedStates,<=50K
33,Private,169879,Bachelors,13,Marriedcivspouse,Profspecialty,Husband,White,Male,3103,0,47,UnitedStates,>50K
64,Private,270333,Bachelors,13,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,40,UnitedStates,>50K
20,Private,138768,HSgrad,9,Nevermarried,Transportmoving,Ownchild,White,Male,0,0,30,UnitedStates,<=50K
30,Private,191571,HSgrad,9,Separated,Otherservice,Ownchild,White,Female,0,0,36,UnitedStates,<=50K
22,,219941,Somecollege,10,Nevermarried,,Ownchild,Black,Male,0,0,40,UnitedStates,<=50K
43,Private,94113,Somecollege,10,Divorced,Execmanagerial,Notinfamily,White,Male,0,0,45,UnitedStates,<=50K
22,Private,137510,Somecollege,10,Nevermarried,Admclerical,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
17,Private,32607,10th,6,Nevermarried,Farmingfishing,Ownchild,White,Male,0,0,20,UnitedStates,<=50K
47,Selfempnotinc,93208,HSgrad,9,Marriedcivspouse,Otherservice,Wife,White,Female,0,0,75,Italy,<=50K
41,Private,254440,Assocvoc,11,Nevermarried,Profspecialty,Notinfamily,White,Female,0,0,60,UnitedStates,<=50K
56,Private,186556,Somecollege,10,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,50,UnitedStates,>50K
64,Private,169871,HSgrad,9,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,45,UnitedStates,<=50K
47,Private,191277,HSgrad,9,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,50,UnitedStates,>50K
48,Private,167159,Assocvoc,11,Nevermarried,Admclerical,Unmarried,White,Male,0,0,40,UnitedStates,<=50K
31,Private,171871,Masters,14,Nevermarried,Profspecialty,Notinfamily,White,Female,0,0,46,UnitedStates,<=50K
29,Private,154411,Assocvoc,11,Nevermarried,Techsupport,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
30,Private,129227,HSgrad,9,Widowed,Admclerical,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
32,Private,110331,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,1672,60,UnitedStates,<=50K
57,Private,34269,HSgrad,9,Widowed,Transportmoving,Unmarried,White,Male,0,653,42,UnitedStates,>50K
62,Private,174355,HSgrad,9,Widowed,Otherservice,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
39,Private,680390,HSgrad,9,Separated,Machineopinspct,Unmarried,White,Female,0,0,24,UnitedStates,<=50K
43,Private,233130,Somecollege,10,Nevermarried,Admclerical,Notinfamily,White,Male,0,0,25,UnitedStates,<=50K
24,Selfempinc,165474,Bachelors,13,Nevermarried,Sales,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
42,,257780,11th,7,Marriedcivspouse,,Husband,White,Male,0,0,15,UnitedStates,<=50K
53,Private,194259,Somecollege,10,Marriedcivspouse,Admclerical,Wife,White,Female,4386,0,40,UnitedStates,>50K
26,Private,280093,Somecollege,10,Nevermarried,Handlerscleaners,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
73,Selfempnotinc,177387,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,40,UnitedStates,<=50K
72,,28929,11th,7,Widowed,,Notinfamily,White,Female,0,0,24,UnitedStates,<=50K
55,Private,105304,HSgrad,9,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,0,40,UnitedStates,<=50K
25,Private,499233,HSgrad,9,Divorced,Admclerical,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
41,Private,180572,Bachelors,13,Divorced,Profspecialty,Notinfamily,White,Female,0,0,50,UnitedStates,>50K
24,Private,321435,Bachelors,13,Nevermarried,Execmanagerial,Notinfamily,White,Male,0,0,50,UnitedStates,<=50K
63,Private,86108,HSgrad,9,Widowed,Farmingfishing,Notinfamily,White,Male,0,0,6,UnitedStates,<=50K
17,Private,198124,11th,7,Nevermarried,Sales,Ownchild,White,Male,0,0,20,UnitedStates,<=50K
35,Private,135162,Somecollege,10,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,50,UnitedStates,<=50K
51,Private,146813,Somecollege,10,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,40,UnitedStates,>50K
62,Localgov,291175,Bachelors,13,Widowed,Profspecialty,Notinfamily,White,Female,0,0,48,UnitedStates,<=50K
55,Private,387569,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,4386,0,40,UnitedStates,>50K
43,Private,102895,Somecollege,10,Divorced,Profspecialty,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
40,Localgov,33274,HSgrad,9,Divorced,Otherservice,Notinfamily,White,Female,0,0,50,UnitedStates,<=50K
37,Private,86551,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,45,UnitedStates,>50K
39,Private,138192,Bachelors,13,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,UnitedStates,<=50K
31,Private,118966,HSgrad,9,Nevermarried,Craftrepair,Ownchild,White,Male,0,0,18,UnitedStates,<=50K
61,Private,99784,Masters,14,Widowed,Profspecialty,Notinfamily,White,Female,0,0,40,UnitedStates,>50K
26,Private,90980,Assocvoc,11,Divorced,Admclerical,Notinfamily,White,Female,0,0,55,UnitedStates,<=50K
46,Selfempnotinc,177407,HSgrad,9,Marriedcivspouse,Sales,Husband,White,Male,0,0,50,UnitedStates,<=50K
26,Private,96467,Bachelors,13,Nevermarried,Profspecialty,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
48,Stategov,327886,Doctorate,16,Divorced,Profspecialty,Ownchild,White,Male,0,0,50,UnitedStates,>50K
34,Private,111567,HSgrad,9,Nevermarried,Transportmoving,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
34,Localgov,166545,HSgrad,9,Nevermarried,Admclerical,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
59,Private,142182,HSgrad,9,Marriedcivspouse,Otherservice,Husband,White,Male,0,0,40,UnitedStates,>50K
34,Private,188798,Bachelors,13,Nevermarried,Profspecialty,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
49,Private,38563,Bachelors,13,Nevermarried,Execmanagerial,Notinfamily,White,Female,0,0,56,UnitedStates,>50K
18,Private,216284,11th,7,Nevermarried,Admclerical,Ownchild,White,Female,0,0,20,UnitedStates,<=50K
43,Private,191547,HSgrad,9,Marriedcivspouse,Farmingfishing,Husband,White,Male,0,0,40,Mexico,<=50K
48,Private,285335,11th,7,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,50,UnitedStates,<=50K
28,Selfempinc,142712,Somecollege,10,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,70,UnitedStates,<=50K
33,Private,80945,HSgrad,9,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,0,40,UnitedStates,<=50K
24,Private,309055,Somecollege,10,Nevermarried,Sales,Notinfamily,White,Female,0,0,15,UnitedStates,<=50K
21,Private,62339,10th,6,Nevermarried,Handlerscleaners,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
17,Private,368700,11th,7,Nevermarried,Sales,Ownchild,White,Male,0,0,28,UnitedStates,<=50K
39,Private,176186,Somecollege,10,Marriedcivspouse,Farmingfishing,Husband,White,Male,0,0,50,UnitedStates,>50K
29,Selfempnotinc,266855,Bachelors,13,Separated,Profspecialty,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
44,Private,48087,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,40,UnitedStates,>50K
24,Private,121313,Somecollege,10,Nevermarried,Transportmoving,Ownchild,White,Male,0,0,50,UnitedStates,<=50K
71,Selfempnotinc,143437,Masters,14,Marriedcivspouse,Sales,Husband,White,Male,10605,0,40,UnitedStates,>50K
51,Selfempnotinc,160724,Bachelors,13,Marriedcivspouse,Sales,Husband,AsianPacIslander,Male,0,2415,40,China,>50K
55,Private,282753,5th6th,3,Divorced,Otherservice,Unmarried,Black,Male,0,0,25,UnitedStates,<=50K
41,Private,194636,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,60,UnitedStates,>50K
23,Private,153044,HSgrad,9,Nevermarried,Handlerscleaners,Unmarried,Black,Female,0,0,7,UnitedStates,<=50K
38,Private,411797,Assocvoc,11,Divorced,Admclerical,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
39,Private,117683,HSgrad,9,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,40,UnitedStates,>50K
19,Private,376540,HSgrad,9,Nevermarried,Admclerical,Notinfamily,White,Female,0,0,30,UnitedStates,<=50K
49,Private,72393,9th,5,Divorced,Machineopinspct,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
32,Private,270335,Bachelors,13,Marriedcivspouse,Admclerical,Otherrelative,White,Male,0,0,40,Philippines,>50K
27,Private,96226,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,70,UnitedStates,<=50K
38,Private,95336,Bachelors,13,Marriedcivspouse,Sales,Husband,White,Male,0,0,50,UnitedStates,>50K
33,Private,258498,Somecollege,10,Marriedcivspouse,Craftrepair,Wife,White,Female,0,0,60,UnitedStates,<=50K
63,,149698,Somecollege,10,Marriedcivspouse,,Husband,White,Male,0,0,15,UnitedStates,<=50K
23,Private,205865,Bachelors,13,Nevermarried,Execmanagerial,Ownchild,White,Male,0,0,28,UnitedStates,<=50K
33,Selfempinc,155781,Somecollege,10,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,60,,<=50K
54,Selfempnotinc,406468,HSgrad,9,Marriedcivspouse,Sales,Husband,Black,Male,0,0,40,UnitedStates,<=50K
29,Private,177119,Assocvoc,11,Divorced,Techsupport,Notinfamily,White,Female,2174,0,45,UnitedStates,<=50K
48,,144397,Somecollege,10,Divorced,,Unmarried,Black,Female,0,0,30,UnitedStates,<=50K
35,Selfempnotinc,372525,Bachelors,13,Nevermarried,Execmanagerial,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
28,Private,164170,Assocvoc,11,Marriedcivspouse,Admclerical,Wife,AsianPacIslander,Female,0,0,40,India,<=50K
37,Private,183800,Bachelors,13,Marriedcivspouse,Profspecialty,Husband,White,Male,7688,0,50,UnitedStates,>50K
42,Selfempnotinc,177307,Profschool,15,Marriedcivspouse,Farmingfishing,Husband,White,Male,0,0,65,UnitedStates,>50K
40,Private,170108,Masters,14,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,40,UnitedStates,<=50K
47,Private,341995,Somecollege,10,Divorced,Sales,Ownchild,White,Male,0,0,55,UnitedStates,<=50K
22,Private,226508,Bachelors,13,Nevermarried,Execmanagerial,Ownchild,White,Female,0,0,50,UnitedStates,<=50K
30,Private,87418,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,45,UnitedStates,>50K
28,Private,109165,HSgrad,9,Marriedcivspouse,Techsupport,Husband,White,Male,0,0,40,UnitedStates,<=50K
63,Localgov,28856,7th8th,4,Marriedcivspouse,Otherservice,Husband,White,Male,0,0,55,UnitedStates,<=50K
51,Selfempnotinc,175897,9th,5,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,20,UnitedStates,<=50K
22,Private,99697,HSgrad,9,Nevermarried,Handlerscleaners,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
27,,90270,Assocacdm,12,Marriedcivspouse,,Ownchild,AmerIndianEskimo,Male,0,0,40,UnitedStates,<=50K
35,Private,152375,HSgrad,9,Nevermarried,Sales,Notinfamily,White,Male,0,0,45,UnitedStates,<=50K
46,Private,171550,HSgrad,9,Divorced,Machineopinspct,Notinfamily,White,Female,0,0,38,UnitedStates,<=50K
37,Private,211154,Somecollege,10,Divorced,Machineopinspct,Notinfamily,White,Male,0,0,52,UnitedStates,<=50K
24,Private,202570,Bachelors,13,Nevermarried,Profspecialty,Ownchild,Black,Male,0,0,15,UnitedStates,<=50K
37,Selfempnotinc,168496,HSgrad,9,Divorced,Handlerscleaners,Ownchild,White,Male,0,0,10,UnitedStates,<=50K
53,Private,68898,Somecollege,10,Marriedcivspouse,Techsupport,Husband,White,Male,0,0,40,UnitedStates,<=50K
27,Private,93235,HSgrad,9,Nevermarried,Sales,Notinfamily,White,Male,0,0,30,UnitedStates,<=50K
38,Private,278924,Somecollege,10,Divorced,Craftrepair,Notinfamily,White,Male,0,0,44,UnitedStates,<=50K
53,Selfempnotinc,311020,10th,6,Marriedcivspouse,Farmingfishing,Husband,White,Male,0,0,60,UnitedStates,<=50K
34,Private,175878,Somecollege,10,Nevermarried,Craftrepair,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
23,Private,543028,HSgrad,9,Nevermarried,Sales,Ownchild,Black,Male,0,0,40,UnitedStates,<=50K
39,Private,202027,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,15024,0,45,UnitedStates,>50K
43,Private,158926,Masters,14,Marriedcivspouse,Profspecialty,Wife,AsianPacIslander,Female,0,0,50,South,<=50K
67,Selfempinc,76860,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,AsianPacIslander,Male,0,0,40,UnitedStates,>50K
81,Selfempnotinc,136063,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,30,UnitedStates,<=50K
21,Private,186648,Somecollege,10,Nevermarried,Otherservice,Ownchild,White,Male,0,0,20,UnitedStates,<=50K
23,Private,257509,Somecollege,10,Nevermarried,Sales,Notinfamily,White,Male,0,0,25,UnitedStates,<=50K
25,Private,98155,Somecollege,10,Nevermarried,Transportmoving,Unmarried,White,Male,0,0,40,UnitedStates,<=50K
42,Private,274198,5th6th,3,Marriedcivspouse,Machineopinspct,Wife,White,Female,0,0,38,Mexico,<=50K
38,Private,97083,Somecollege,10,Marriedcivspouse,Admclerical,Wife,Black,Female,0,0,40,UnitedStates,<=50K
64,,29825,HSgrad,9,Marriedcivspouse,,Husband,White,Male,0,0,5,UnitedStates,<=50K
32,Private,262153,HSgrad,9,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,0,40,UnitedStates,<=50K
37,Private,214738,HSgrad,9,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,0,40,UnitedStates,<=50K
51,Private,138022,Masters,14,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,60,UnitedStates,>50K
22,Private,91842,Somecollege,10,Nevermarried,Sales,Notinfamily,White,Female,0,0,42,UnitedStates,<=50K
